AMC,Morning star rating,Value Research rating,1 month return,NAV,1 Year return,3 Year Return,Minimum investment,Fund Manager,AUM,Category,Risk
12,0,0,2.38,7.2,1.71,0.19,500,237,4073,3,11
12,0,0,1.8,21.12,17.17,3.8,500,237,703,3,11
29,0,2,8.09,47.49,46.75,21.39,100,238,237144,1,1
29,4,3,6.23,378.59,51.17,25.02,100,238,904295,1,11
29,2,2,4.99,207.16,23.57,13.19,150,238,37163,3,11
29,2,3,5.06,156.85,27.01,14.14,150,238,89396,3,11
32,4,0,0.77,41.92,7.4,6.96,10000,239,288439,0,6
32,4,0,1.19,44.31,9.36,5.81,100000,239,64748,0,6
32,2,3,0.54,1410.47,6.86,5.34,500,239,136181,0,4
32,4,5,0.8,29.76,7.8,7.32,500,239,288439,0,6
32,4,3,1.11,29.2,8.54,10.99,500,239,45633,0,6
32,4,4,1.19,59.6,9.36,5.81,500,239,64748,0,6
28,1,0,5.62,224.5,27.31,15.18,100,240,167399,1,11
28,3,3,5.34,515.23,31.14,17.33,500,240,141124,1,7
7,0,3,0.53,1273.33,6.7,5.63,1000,241,12142,0,2
7,3,3,0.8,20.53,7.27,4.95,1000,241,13576,0,6
7,0,0,4.11,10.38,0.0,0.0,1000,241,143747,2,11
7,3,3,0.68,23.92,7.03,4.92,1000,241,34922,0,6
7,3,2,0.53,3596.73,6.6,5.24,500,241,55381,0,4
4,3,2,2.07,31.07,13.02,6.13,100,242,11693,2,8
4,2,3,9.87,87.42,43.47,18.04,100,242,174348,1,9
1,4,0,0.58,663.27,7.34,6.01,10000000,243,5199137,0,6
1,5,5,0.58,398.28,7.34,6.01,100,243,5199137,0,6
1,3,3,1.0,19.6,8.76,7.36,100,243,91425,0,8
1,5,4,0.59,515.23,7.45,6.1,1000,243,1372228,0,6
1,5,5,0.93,35.86,8.42,12.84,1000,243,189236,0,8
1,5,0,0.59,498.58,7.45,6.1,10000,243,1372228,0,6
1,4,0,0.58,646.45,7.34,6.01,10000,243,5199137,0,6
32,0,0,0.52,29.02,6.64,5.51,10000,244,24,0,2
32,0,0,0.52,29.49,7.04,5.69,10000,245,1041,0,2
32,0,0,0.55,32.3,6.95,5.64,10000,245,976,0,2
32,0,0,1.3,11.51,10.79,0.0,500,245,10322,0,6
32,0,0,0.98,11.54,9.02,0.0,500,245,32419,3,6
32,1,4,3.47,73.43,39.65,18.62,500,245,345961,2,0
32,0,0,0.61,11.29,8.13,0.0,500,245,8114,3,4
21,5,2,0.56,26.96,6.9,5.96,10,246,7032,0,6
21,0,0,0.46,10.72,6.13,0.0,10,246,928,0,2
22,3,4,0.7,32.56,7.92,6.39,100,247,102794,0,0
22,3,0,0.69,33.95,7.87,6.45,30000000,247,102794,0,0
4,3,3,0.76,18.01,7.47,5.11,100,248,1363346,0,6
4,4,4,0.7,23.12,7.39,5.46,100,248,1388795,0,6
4,3,2,0.83,43.0,7.76,4.62,100,248,15128,0,6
4,4,3,1.66,33.88,11.72,6.13,100,248,26475,0,6
4,4,2,1.62,32.72,11.11,5.7,100,248,271322,0,6
4,2,3,0.79,12.07,7.67,5.65,100,248,31976,0,6
4,3,2,1.05,62.0,8.3,4.52,100,248,47757,0,6
4,4,2,0.77,53.55,7.94,5.39,100,248,890866,0,6
20,0,0,6.49,18.71,58.36,0.0,500,249,148657,3,11
20,0,0,10.84,16.39,37.23,0.0,500,249,1744,3,11
20,0,3,5.43,38.53,46.82,25.69,500,249,186601,3,11
20,0,3,5.37,26.61,36.14,17.13,500,249,201889,3,3
20,0,0,2.56,8.95,0.0,0.0,500,249,225749,3,11
20,0,4,5.32,25.96,64.42,20.44,500,249,29241,3,3
20,0,0,3.32,18.67,53.69,0.0,500,249,3055,3,11
20,0,0,3.96,33.03,27.87,11.63,500,249,494733,3,11
20,0,2,5.06,21.28,27.07,14.11,500,249,57295,3,11
20,0,2,4.15,18.49,12.98,12.33,500,249,59997,3,11
20,0,2,7.85,39.96,52.05,25.32,500,249,8223,3,11
20,0,0,3.33,17.9,60.2,0.0,500,249,83083,3,11
20,0,0,2.94,25.77,68.07,0.0,500,249,84203,3,11
20,0,0,5.48,17.46,36.93,0.0,500,249,9454,3,11
14,5,3,7.13,139.28,50.44,22.68,100,250,1781705,1,1
14,0,0,8.46,18.97,53.6,0.0,500,250,211726,1,11
14,4,4,9.06,28.89,68.45,23.58,500,250,308048,1,9
14,3,4,10.25,42.82,60.19,27.78,500,250,509295,1,12
14,0,0,6.69,18.67,37.58,13.57,500,250,55204,1,11
27,0,4,8.54,421.68,50.36,21.48,500,251,320266,1,1
27,0,0,4.05,10.84,0.0,0.0,500,251,664897,1,11
29,0,0,5.73,11.82,0.0,0.0,150,252,5112,3,11
29,0,0,3.78,11.53,0.0,0.0,150,252,8541,3,0
9,3,3,6.67,88.98,42.39,19.85,100,253,365514,1,9
9,0,0,5.83,17.04,41.44,0.0,100,253,91231,1,11
32,0,3,9.08,289.35,56.86,19.27,500,254,116775,1,1
32,3,4,6.2,184.53,48.34,23.45,500,254,393111,1,1
32,0,0,3.15,48.54,21.8,13.19,500,254,470468,3,0
32,3,4,1.72,17.69,15.8,11.14,500,254,50312,2,6
32,4,4,4.97,407.4,33.89,18.51,500,254,618911,2,11
32,0,4,4.97,407.4,33.89,18.51,500,254,618911,2,11
10,4,0,2.58,28.21,14.04,2.15,500,255,24779,1,11
10,2,2,5.06,203.13,26.88,13.96,500,255,72835,3,11
25,4,4,1.77,42.13,60.0,30.93,1000,256,399092,1,1
25,5,5,3.47,407.92,45.32,24.53,500,256,1112471,1,7
12,4,4,6.44,111.78,48.58,25.6,500,257,1387164,1,11
12,3,3,7.32,89.66,44.76,28.03,500,257,1698289,1,12
12,3,3,4.89,51.3,53.68,31.34,500,257,280361,1,11
12,0,0,5.52,19.29,52.33,0.0,500,257,408838,1,11
12,0,4,7.0,225.4,45.88,21.45,500,257,507797,1,7
12,2,0,7.28,43.98,51.54,25.15,500,257,97693,1,11
12,3,3,7.04,403.1,58.96,24.17,500,258,1202131,1,1
11,0,0,0.66,11.44,7.96,0.0,100,259,129321,3,4
11,4,3,0.59,5380.44,7.51,6.15,100,259,2872537,0,4
11,0,0,0.66,11.17,8.1,0.0,100,259,4754,3,4
11,0,0,1.09,11.67,9.48,0.0,100,259,64888,3,6
8,3,3,5.95,352.14,31.35,13.85,100,260,1032286,2,11
8,4,4,1.59,91.17,10.5,6.4,100,260,121145,0,6
8,4,3,1.57,3209.6,9.95,6.21,100,260,150267,0,6
8,3,3,1.94,55.8,15.36,8.23,100,260,17841,2,8
8,0,0,0.77,11.65,8.37,0.0,100,260,227322,3,4
8,4,3,1.02,22.63,8.42,5.65,100,260,253314,0,6
8,2,0,1.1,20.43,9.18,4.87,100,260,544,0,6
22,0,3,3.2,20.33,31.48,16.21,100,261,409521,2,7
6,0,3,0.6,15.28,7.68,5.82,500,262,13011,2,2
6,0,4,0.54,1291.08,6.72,5.62,500,262,81643,0,2
31,0,0,6.88,16.47,38.29,0.0,500,263,109345,1,11
31,2,2,5.89,48.89,43.67,21.28,500,263,140699,1,1
31,0,0,5.78,15.93,35.0,0.0,500,263,14925,3,11
31,2,2,6.98,51.49,35.14,22.12,500,263,163244,1,12
31,0,4,5.56,52.01,32.44,15.74,500,263,230694,1,11
31,3,3,5.1,28.85,37.97,20.75,500,263,29289,1,1
31,2,3,4.99,24.19,28.06,13.68,500,263,4219,1,11
31,3,3,4.99,25.87,26.13,13.09,500,263,42655,1,11
31,2,3,5.79,26.32,34.08,17.06,500,263,86015,1,1
31,2,4,6.39,66.81,34.1,17.42,500,263,96901,1,7
22,0,0,5.83,14.91,46.32,0.0,100,264,214624,1,11
22,3,4,6.91,589.88,25.39,18.62,100,264,613844,1,11
22,3,3,5.65,123.83,30.52,17.98,100,264,888735,1,9
2,0,0,0.0,0.0,0.0,0.0,100,265,0,3,2
2,0,0,0.0,0.0,0.0,0.0,500,265,0,3,11
8,3,2,6.76,205.45,42.66,26.06,100,266,1657197,1,12
8,2,1,5.77,152.99,44.34,18.06,100,266,2006884,1,1
8,2,2,7.14,55.82,42.15,16.74,100,266,266724,1,9
8,0,3,7.64,40.87,57.09,19.74,100,266,293417,1,9
1,3,3,3.41,64.79,31.25,14.7,100,267,18117,3,11
1,2,2,3.96,53.35,33.47,16.59,100,267,22441,3,7
1,2,3,3.2,41.25,26.45,13.88,100,267,3708,3,0
1,0,0,0.0,28.8,0.0,0.0,1000,267,9319,1,11
1,3,3,2.4,32.86,19.46,11.21,500,267,1922,3,0
27,0,0,5.79,12.06,0.0,0.0,500,268,109761,3,11
32,3,3,6.77,16.53,37.65,17.29,500,269,287987,1,9
32,2,2,6.15,217.33,34.6,14.61,500,269,412116,1,11
32,4,1,6.4,62.29,42.85,17.08,500,269,72762,1,1
1,1,1,6.76,91.89,37.99,19.09,100,270,526918,1,12
7,4,4,5.67,63.14,33.46,14.65,100,271,1486972,1,11
7,0,0,6.99,19.14,40.74,24.18,1000,271,130877,1,1
7,0,0,5.45,14.7,42.86,0.0,1000,271,348646,1,11
7,3,3,3.65,165.49,64.67,31.45,1000,271,88699,1,11
7,4,3,6.42,180.82,36.67,16.05,500,271,904883,1,7
22,4,5,0.83,56.04,8.12,6.18,100,272,343689,0,6
22,4,0,1.11,85.11,8.62,5.59,100,272,35691,0,6
22,4,3,0.78,19.46,7.67,5.49,100,272,533737,0,6
22,4,3,0.72,49.36,7.74,5.49,100,272,697403,0,6
22,3,5,0.55,3806.35,7.02,5.81,100,272,75999,0,6
8,2,2,0.63,14.96,7.37,4.95,100,273,258891,0,6
8,3,3,0.82,76.44,7.86,5.45,100,273,37165,0,6
8,4,5,0.67,41.09,15.89,10.18,500,273,19112,0,8
19,0,0,6.08,15.65,30.69,0.0,500,274,227373,1,11
19,0,3,6.64,39.39,50.92,18.25,500,274,275876,1,1
17,0,0,4.56,17.43,48.89,0.0,1000,275,13696,1,11
17,2,3,4.85,57.66,31.34,13.48,1000,275,15763,1,11
17,2,2,4.98,40.39,48.16,19.01,1000,275,322066,1,1
17,3,4,2.92,51.91,76.07,33.55,1000,275,7251,1,11
17,0,0,2.64,13.28,16.75,0.0,1000,275,87209,2,8
